job_title,seniority_level,status,company,location,post_date,headquarter,industry,ownership,company_size,revenue,salary,skills
Cientista de Dados,,Presencial,company_888,On-site,5 days ago,"London, GB",Tecnologia,Privada,600,Private,"€112,341",[]
Cientista de Dados,Sênior,Presencial,company_917,"Mountain View, CA . New York, NY . San Bruno, CA",14 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,800",€1.39T,"€179,934 - €265,787","['sql', 'r', 'python']"
Cientista de Dados,Líder,Presencial,company_395,"Richmond, VA",a month ago,"McLean, VA, US",Varejo,Pública,"55,140",€36.08B,"€192,716 - €219,933","['spark', 'aws', 'r', 'python', 'scala', 'database', 'sql', 'machine learning', 'kubernetes', 'deep learning']"
Cientista de Dados,Sênior,Híbrido,company_983,"Fort Meade, MD . Hybrid",23 days ago,"McLean, VA, US",Tecnologia,Pública,"27,070",Public,"€90,424 - €205,503","['machine learning', 'python']"
Cientista de Dados,Sênior,Presencial,company_003,"Sunnyvale, CA",18 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€130,611 - €261,217","['pytorch', 'spark', 'r', 'python', 'scala', 'java', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_212,"Bengaluru, Karnataka, India",a month ago,"Boston, MA, US",Tecnologia,Pública,"222,500",Public,"€17,919","['pytorch', 'spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'hadoop', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,,company_134,"Gurugram, Haryana, India . Bengaluru, Karnataka, India . Hyderabad, Telangana, India . Gurgaon, Haryana, India . Gurgaon, Haryana, Inde + 1 More",a month ago,"Seattle, WA, US",Varejo,Pública,"865,476",€833.01B,"€51,263 - €109,545","['amazon', 'spark', 'r', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
Cientista de Dados,Sênior,Híbrido,company_183,"Tallinn, Harjumaa, Estonia . Hybrid",a month ago,"Tallinn, EE",Tecnologia,Privada,"3,790",Private,"€61,775","['pandas', 'numpy', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'airflow', 'machine learning', 'deep learning']"
Cientista de Dados,Sênior,,company_993,"Bengaluru, Karnataka, India",a month ago,"Chennai, TN, IN",Tecnologia,Privada,590,Private,"€23,238","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow']"
Engenheiro de Machine Learning,Líder,Presencial,company_244,"Seattle, WA . On-site",22 days ago,"New York, NY, US",Finanças,Pública,"290,760",€350.07B,"€196,372","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_614,Ukraine,7 days ago,"Austin, TX, US",Tecnologia,Privada,"10,210",Private,"€65,766","['amazon', 'deep learning', 'machine learning', 'python']"
Cientista de Dados,Sênior,,company_171,"Bengaluru, Karnataka, India",20 days ago,"Armonk, NY, US",Tecnologia,Pública,"524,588",€119.33B,"€33,047 - €52,697","['database', 'machine learning', 'java']"
Cientista de Dados,Pleno,Híbrido,company_357,"Irving, TX . Basking Ridge, NJ . Ashburn, VA . Hybrid",14 days ago,"Basking Ridge, NJ, US",Tecnologia,Pública,"132,030",€142.18B,"€115,081",[]
Engenheiro de Machine Learning,Pleno,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Tecnologia,Pública,"492,205",€153.20B,"€10,526 - €26,187","['sql', 'python']"
Cientista de Dados,,Híbrido,company_851,"Chicago, Illinois, United States . Hybrid",2 months ago,"Edison, NJ, US",Tecnologia,Privada,"3,560",Private,"€127,872 - €137,005",[]
Cientista de Dados,Sênior,Presencial,company_395,"San Jose, CA",15 days ago,"McLean, VA, US",Varejo,Pública,"55,140",€36.03B,"€158,011 - €180,296","['pytorch', 'aws', 'database', 'machine learning', 'tensorflow']"
Cientista de Dados,,Remoto,company_415,Fully Remote,5 days ago,"New York, NY, US",Tecnologia,Privada,900,€4.60B,"€164,405",[]
Cientista de Dados,Sênior,,company_233,"Tampa, FL",7 days ago,"Reston, VA, US",Tecnologia,Pública,"27,420",Public,"€77,776 - €140,590","['pytorch', 'aws', 'r', 'python', 'docker', 'scikit-learn', 'sql', 'machine learning', 'gcp', 'kubernetes', 'deep learning', 'azure', 'matplotlib', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_310,"Annapolis Junction, MD",a month ago,"Arlington, VA, US",Tecnologia,Pública,"20,030",Public,"€66,405 - €136,274","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Líder,,company_244,"Bengaluru, Karnataka, India",7 days ago,"New York, NY, US",Finanças,Pública,"290,770",€350.37B,"€27,553 - €43,657","['machine learning', 'python']"
Cientista de Dados,Sênior,,company_917,"Zurich, Zurich, Switzerland",5 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,810",€1.44T,"€148,524 - €185,955",[]
Cientista de Dados,Líder,Presencial,company_041,"South San Francisco, CA",16 days ago,"BS, CH",Saúde,Pública,"93,570",€246.93B,"€159,837","['pytorch', 'aws', 'machine learning', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Pleno,Remoto,company_421,"San Salvador, San Salvador, El Salvador . Fully Remote",14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,213","['sql', 'machine learning', 'python']"
Cientista de Dados,Líder,,company_366,"Columbia, MD",a month ago,"Columbia, MD, US",Tecnologia,Privada,180,Private,"€100,474 - €146,140","['pytorch', 'spark', 'aws', 'r', 'python', 'scikit-learn', 'scala', 'sql', 'machine learning', 'gcp', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_937,"Atlanta, GA",2 months ago,"Atlanta, GA, US",Varejo,Pública,"500,010",Public,"€116,908","['sql', 'tableau', 'python']"
Cientista de Dados,Sênior,Híbrido,company_848,"Cambridge, MA . Hybrid",14 days ago,"Basel, BS, CH",Saúde,Pública,"107,730",€161.15B,"€120,837 - €224,408","['r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_980,"Brooklyn Park, MN . Hybrid",21 days ago,"Minneapolis, MN, US",Varejo,Pública,"409,060",€66.99B,"€86,769 - €156,182","['python', 'scala', 'sql', 'machine learning', 'hadoop', 'deep learning']"
Cientista de Dados,,Híbrido,company_851,"Chennai, Tamil Nadu, India . Hybrid",2 months ago,"Edison, NJ, US",Tecnologia,Privada,"3,520",Private,"€34,569",[]
Cientista de Dados,Sênior,Presencial,company_003,"Bentonville, AR",16 days ago,"Bentonville, AR, US",Varejo,Pública,€352.44B,Public,"€98,645 - €197,284","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_985,"Málaga, Andalusia, Spain",7 days ago,"Chicago, IL, US",Finanças,Privada,"312,060",Private,"€28,046","['pandas', 'numpy', 'python', 'machine learning', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_994,"Malvern, PA . Hybrid",4 days ago,"Malvern, PA, US",Finanças,Privada,"20,600",Private,"€115,087 - €127,874",['machine learning']
Engenheiro de Machine Learning,Líder,Presencial,company_244,"New York, NY . On-site",a month ago,"New York, NY, US",Finanças,Pública,"290,740",€350.12B,"€164,408","['pandas', 'numpy', 'pytorch', 'scikit-learn', 'machine learning', 'deep learning', 'tensorflow']"
Engenheiro de Machine Learning,Júnior,Presencial,company_881,"San Jose, CA",8 months ago,CN,Tecnologia,Privada,"110,010",€128.22B,"€132,436 - €228,335","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_917,"Sunnyvale, CA",14 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,790",€1.44T,"€207,334 - €292,273","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_392,"Massachusetts, United States . Massachusetts, Amerika Syarikat",a month ago,"Jacksonville, FL, US",Finanças,Pública,"62,030",€35.07B,"€157,012 - €263,789","['spark', 'aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_872,"Alpharetta, GA . Hybrid",7 days ago,"Atlanta, GA, US",Finanças,Pública,"11,060",€18.63B,"€94,080",['machine learning']
Engenheiro de Machine Learning,Pleno,,company_941,"Bengaluru, Karnataka, India",14 days ago,"Dublin, IE",Tecnologia,Pública,"492,205",€153.25B,"€10,529 - €26,190","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_922,"Hartford, CT . Chicago, IL . Columbus, OH . Charlotte, NC . Columbus, Ohio, United States + 1 More . Hybrid",2 months ago,"Hartford, CT, US",Finanças,Pública,"18,170",€21.70B,"€101,126 - €151,688","['pandas', 'git', 'python', 'sql', 'matplotlib']"
Engenheiro de Machine Learning,Sênior,Presencial,company_931,"Seattle, WA",14 days ago,"Seattle, WA, US",Tecnologia,Pública,"26,050",Public,"€252,999","['scala', 'machine learning', 'python']"
Cientista de Dados,Sênior,Remoto,company_832,"California, United States",8 days ago,"Renton, WA, US",Saúde,,"120,050",Nonprofit,"€159,841","['r', 'python', 'scala', 'sql', 'machine learning', 'database', 'azure', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,030",€4.47B,"€135,178 - €168,971",[]
Cientista de Dados,Sênior,Híbrido,company_291,"Alpharetta, GA . Hybrid",7 days ago,"Bengaluru, KA, IN",Tecnologia,Pública,"261,070",€71.33B,"€85,860 - €150,249","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
Cientista de Dados,Líder,,company_268,"Singapore, Singapore",20 days ago,"Singapore, SG",Finanças,Pública,"30,840",Public,"€67,039","['spark', 'git', 'python', 'sql', 'machine learning', 'hadoop', 'deep learning']"
Engenheiro de Machine Learning,Sênior,Presencial,company_883,"Newport Beach, CA",19 days ago,"Walldorf, BW, DE",Tecnologia,Pública,"117,760",€104.21B,"€114,169 - €127,869","['pytorch', 'machine learning', 'database', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_134,"Seattle, WA . Santa Clara, CA",11 days ago,"Seattle, WA, US",Varejo,Pública,"865,476",€832.76B,"€149,803 - €168,061","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_357,"Irving, TX . Lake Mary, FL . Basking Ridge, NJ . Boston, MA . Hybrid",6 days ago,"Basking Ridge, NJ, US",Tecnologia,Pública,"132,040",€142.23B,"€73,984","['pandas', 'numpy', 'pytorch', 'spark', 'r', 'python', 'java', 'sklearn', 'sql', 'machine learning', 'keras', 'deep learning', 'matplotlib', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,,company_931,"Bengaluru, Karnataka, India",13 days ago,"Seattle, WA, US",Tecnologia,Pública,"26,090",Public,"€32,733","['sql', 'tableau', 'python']"
Cientista de Dados,Sênior,Remoto,company_236,Canada . Fully Remote,14 days ago,"Miami, FL, US",Tecnologia,Privada,30,Private,"€137,004 - €155,270","['sql', 'machine learning', 'tableau', 'python']"
Cientista de Dados,Sênior,Presencial,company_233,"Bethesda, MD . On-site",a month ago,"Reston, VA, US",Tecnologia,Pública,"27,410",Public,"€95,587 - €172,786","['amazon', 'aws', 'git', 'r', 'python', 'docker', 'sql', 'kubernetes', 'hadoop']"
Cientista de Dados,Pleno,Presencial,company_316,"Noida, Uttar Pradesh, India",7 days ago,"Eden Prairie, MN, US",Saúde,Pública,"37,950",Public,"€18,199","['spark', 'python', 'sql', 'machine learning', 'deep learning']"
Cientista de Dados,Sênior,,company_878,"Noida, Uttar Pradesh, India . Bengaluru, Karnataka, India",16 days ago,"San Jose, CA, US",Tecnologia,Pública,"21,300",€144.67B,"€29,932 - €37,411","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'python', 'scala', 'sql', 'hadoop', 'machine learning', 'keras', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_781,"Greenwood Village, CO . Hybrid",9 days ago,"Stamford, CT, US",Tecnologia,Pública,"96,040",Public,"€80,559","['pytorch', 'aws', 'python', 'sql', 'machine learning', 'hadoop', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_021,On-site,2 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,570",€60.91B,"€189,974",[]
Cientista de Dados,Sênior,Presencial,company_288,"Chantilly, VA . On-site",a month ago,"Reston, VA, US",Tecnologia,Pública,"26,040",€63.09B,"€114,169","['aws', 'azure']"
Cientista de Dados,Pleno,Remoto,company_421,"Quito, Pichincha, Ecuador . Fully Remote",14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,216","['sql', 'machine learning', 'python']"
Cientista de Dados,Pleno,Remoto,company_421,"Podgorica, Montenegro . Fully Remote",14 days ago,"Cheyenne, WY, US",Tecnologia,,Private,,"€25,212","['sql', 'machine learning', 'python']"
Cientista de Dados,Sênior,Híbrido,company_983,"Hickam Village, HI . Hybrid",14 days ago,"McLean, VA, US",Tecnologia,Pública,"27,020",Public,"€90,425 - €205,504","['pandas', 'numpy', 'pytorch', 'spark', 'aws', 'scikit-learn', 'python', 'docker', 'java', 'machine learning', 'gcp', 'kubernetes', 'hadoop', 'azure', 'matplotlib', 'tensorflow']"
Cientista de Dados,Líder,,company_366,"Hyderabad, Telangana, India",6 days ago,"Columbia, MD, US",Tecnologia,Privada,180,Private,"€19,776","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Sênior,Presencial,company_992,"San Francisco, CA",7 days ago,"Sydney, NSW, AU",Tecnologia,Pública,"6,040",€27.92B,"€184,128 - €240,389","['tableau', 'sql', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_917,"Mountain View, CA",14 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,800",€1.29T,"€167,139 - €247,512","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Híbrido,company_008,"Chennai, Tamil Nadu, India . Hybrid",21 days ago,"San Jose, CA, US",Tecnologia,Pública,"34,640",€81.66B,"€33,313 - €42,993","['r', 'python', 'sql', 'gcp', 'machine learning']"
Cientista de Dados,Sênior,,company_375,"Singapore, Singapore",2 months ago,"Singapore, SG",Tecnologia,Pública,"36,090",Public,"€104,650 - €128,175","['pytorch', 'python', 'scala', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_366,"Hyderabad, Telangana, India",4 days ago,"Columbia, MD, US",Tecnologia,Privada,180,Private,"€19,777","['pandas', 'numpy', 'aws', 'r', 'python', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Júnior,,company_269,"Charlotte, NC . New York, NY",23 days ago,"Charlotte, NC, US",Finanças,Pública,"274,250",€276.77B,"€132,436 - €146,136","['machine learning', 'matplotlib', 'python']"
Cientista de Dados,Sênior,,company_250,"New York, NY",3 months ago,"Paris, FR",Saúde,Privada,"76,030",Private,"€66,122 - €99,997","['pandas', 'numpy', 'aws', 'scikit-learn', 'python', 'machine learning', 'azure']"
Cientista de Dados,Sênior,Presencial,company_288,"Reston, VA . On-site",a month ago,"Reston, VA, US",Tecnologia,Pública,"26,030",€62.74B,"€114,169","['pytorch', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,Híbrido,company_081,"New York, NY . Hybrid",7 days ago,"San Francisco, CA, US",Tecnologia,Pública,"5,030",€4.72B,"€135,177 - €168,970",[]
Cientista de Dados,Pleno,Híbrido,company_008,"Tondiarpet, Tamil Nadu, India . Bengaluru, Karnataka, India . Hybrid",7 days ago,"San Jose, CA, US",Tecnologia,Pública,"34,640",€81.81B,"€24,064 - €45,170","['pytorch', 'scikit-learn', 'python', 'machine learning', 'tensorflow']"
Engenheiro de Machine Learning,Sênior,Presencial,company_156,"Mountain View, California (HQ) . On-site",7 days ago,"Mountain View, CA, US",Tecnologia,Privada,900,€8.10B,"€167,893 - €252,056",[]
Cientista de Dados,Sênior,Presencial,company_980,"Bengaluru, Karnataka, India",2 months ago,"Minneapolis, MN, US",Varejo,Pública,"409,050",€66.89B,"€31,213 - €58,200","['spark', 'machine learning', 'python']"
Engenheiro de Machine Learning,Júnior,Presencial,company_881,"San Jose, CA",14 days ago,CN,Tecnologia,Privada,"110,010",€128.02B,"€132,436 - €216,919","['pytorch', 'python', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_083,"London, England, United Kingdom . Londýn, Anglie, Spojené království . Hybrid",3 months ago,"Paris, IDF, FR",Tecnologia,Privada,"263,560",€25.31B,"€73,983","['pytorch', 'aws', 'scikit-learn', 'docker', 'deep learning', 'machine learning', 'kubernetes', 'keras', 'azure', 'tensorflow']"
Cientista de Dados,Sênior,,company_134,"North Reading, MA",a month ago,"Seattle, WA, US",Varejo,Pública,"865,456",€832.91B,"€155,274 - €182,674","['amazon', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,Sênior,Híbrido,company_183,"Berlin, Berlin, Germany . Hybrid",7 days ago,"Tallinn, EE",Tecnologia,Privada,"3,800",Private,"€98,643","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_291,"Atlanta, GA",16 days ago,"Bengaluru, KA, IN",Tecnologia,Pública,"261,010",€71.23B,"€85,861 - €150,250","['pytorch', 'spark', 'aws', 'r', 'python', 'scala', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'azure', 'tensorflow', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_308,"Mountain View, CA",14 days ago,"Redmond, WA, US",Tecnologia,Pública,"182,308",€1.73T,"€144,680 - €235,647","['sql', 'python']"
Cientista de Dados,Sênior,,company_270,"Boston, MA . บอสตัน, รัฐแมสซาชูเซตส์, สหรัฐ",2 months ago,"Woonsocket, RI, US",Saúde,Pública,"300,050",€121.17B,"€131,703 - €263,405","['aws', 'python', 'sql', 'machine learning', 'gcp', 'azure']"
Cientista de Dados,Sênior,Remoto,company_038,"Stockholm, Stockholm County, Sweden",7 days ago,"Kista, SE",Tecnologia,Pública,"132,000",€17.41B,"€52,506","['spark', 'scikit-learn', 'python', 'scala', 'java', 'machine learning', 'keras', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_993,"Chennai, Tamil Nadu, India",11 days ago,"Chennai, TN, IN",Tecnologia,Privada,590,Private,"€23,239","['aws', 'scikit-learn', 'python', 'machine learning', 'gcp', 'keras', 'deep learning', 'tensorflow']"
Cientista de Dados,,Remoto,company_169,Fully Remote,2 days ago,"San Francisco, CA, US",Tecnologia,Pública,"4,110",€7.79B,"€158,829 - €178,648",[]
Cientista de Dados,Sênior,Híbrido,company_008,"Bengaluru, Karnataka, India . Hybrid",8 days ago,"San Jose, CA, US",Tecnologia,Pública,"34,680",€82.45B,"€33,111 - €47,625",[]
Cientista de Dados,Pleno,Híbrido,company_983,"Herndon, VA . Hybrid",8 days ago,"McLean, VA, US",Tecnologia,Pública,"27,010",Public,"€71,394 - €161,915","['aws', 'machine learning', 'python']"
Cientista de Dados,Pleno,Presencial,company_395,"McLean, VA . McLean, Virgínia, Estados Unidos",a month ago,"McLean, VA, US",Varejo,Pública,"55,090",€36.49B,"€159,156 - €181,602","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Sênior,Presencial,company_003,"Bentonville, AR . On-site",18 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€82,797 - €165,590","['spark', 'r', 'python', 'scala', 'sql', 'machine learning', 'tensorflow']"
Engenheiro de Machine Learning,Sênior,,company_941,"Bengaluru, Karnataka, India",8 days ago,"Dublin, IE",Tecnologia,Pública,"492,205",€154.06B,"€20,441","['aws', 'gcp', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_008,"Scottsdale, AZ . Chicago, IL . Austin, TX . Scottsdale, Arizona, United States . Hybrid",3 months ago,"San Jose, CA, US",Tecnologia,Pública,"34,690",€82.10B,"€113,614 - €195,810","['hadoop', 'sql']"
Cientista de Dados,Pleno,Híbrido,company_983,"Annapolis Junction, MD . Fort Meade, MD . Hybrid",6 days ago,"McLean, VA, US",Tecnologia,Pública,"27,030",Public,"€71,396 - €161,917","['linux', 'machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€107,637 - €215,269","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_003,"Sunnyvale, CA",17 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€131,555 - €263,105","['numpy', 'pytorch', 'spark', 'r', 'python', 'scikit-learn', 'scala', 'bash', 'java', 'sql', 'machine learning', 'gcp', 'deep learning', 'matplotlib', 'tensorflow']"
Cientista de Dados,Pleno,Presencial,company_917,"Boulder, CO",5 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,780",€1.45T,"€152,711 - €224,466","['sql', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_134,"Santa Barbara, CA . Bellevue, WA",18 days ago,"Seattle, WA, US",Varejo,Pública,"865,436",€839.03B,"€160,991","['amazon', 'r', 'python', 'sql', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_134,"Bellevue, WA . New York, United States . Santa Monica, CA",a month ago,"Seattle, WA, US",Varejo,Pública,"865,466",€838.83B,"€150,883 - €178,472","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning', 'tableau']"
Engenheiro de Machine Learning,Pleno,,company_941,"Bengaluru, Karnataka, India",15 days ago,"Dublin, IE",Tecnologia,Pública,"492,195",€154.41B,"€10,605 - €26,380","['sql', 'python']"
Cientista de Dados,Sênior,Presencial,company_003,"Sunnyvale, CA",7 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€107,641 - €215,273","['pytorch', 'spark', 'r', 'python', 'scala', 'machine learning', 'tensorflow']"
Cientista de Dados,Sênior,Híbrido,company_983,"McLean, VA . Hybrid",a day ago,"McLean, VA, US",Tecnologia,Pública,"27,060",Public,"€91,081 - €206,992","['spark', 'python', 'sql', 'hadoop', 'machine learning']"
Cientista de Dados,Pleno,Híbrido,company_395,"Richmond, VA . Hybrid",14 days ago,"McLean, VA, US",Varejo,Pública,"55,110",€36.64B,"€145,905 - €166,511","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Sênior,Híbrido,company_008,"San Jose, CA . Hybrid",a month ago,"San Jose, CA, US",Tecnologia,Pública,"34,670",€82.45B,"€140,294 - €241,349",[]
Cientista de Dados,Sênior,Presencial,company_917,"New York, NY . Sunnyvale, CA",15 days ago,"Mountain View, CA, US",Tecnologia,Pública,"258,790",€1.20T,"€208,832 - €294,386","['sql', 'r', 'python']"
Cientista de Dados,Líder,Presencial,company_244,"Plano, TX . Plano, Texas, Spojené státy . On-site",a month ago,"New York, NY, US",Finanças,Pública,"290,790",€352.75B,"€137,997","['spark', 'aws', 'r', 'python', 'scikit-learn', 'sql', 'machine learning']"
Cientista de Dados,Sênior,,company_134,"Bengaluru, Karnataka, India",21 days ago,"Seattle, WA, US",Varejo,Pública,"865,416",€838.78B,"€29,758 - €110,330","['amazon', 'r', 'python', 'sql', 'machine learning']"
Cientista de Dados,Pleno,Presencial,company_395,"New York, NY . New York, New York, Statele Unite Ale Americii",a month ago,"McLean, VA, US",Varejo,Pública,"55,130",€36.34B,"€159,150 - €181,596","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Sênior,,company_844,"Atlanta, GA",a month ago,"Mountain View, CA, US",Tecnologia,Pública,"17,050",€95.37B,"€174,789","['tableau', 'sql', 'r', 'python']"
Cientista de Dados,Sênior,,company_083,"Noida, Uttar Pradesh, India",a month ago,"Paris, IDF, FR",Tecnologia,Privada,"263,610",€25.44B,"€4,082 - €10,125","['git', 'r', 'python', 'linux', 'sql', 'tableau']"
Cientista de Dados,Sênior,Presencial,company_941,"Annapolis Junction, MD",25 days ago,"Dublin, IE",Tecnologia,Pública,"492,255",€154.26B,"€129,163 - €244,062","['machine learning', 'python']"
Cientista de Dados,Líder,Presencial,company_273,"Bellevue, WA",12 days ago,"Menlo Park, CA, US",Tecnologia,Pública,"94,570",€232.09B,"€189,513 - €258,507","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Líder,,company_244,"London, England, United Kingdom",8 days ago,"New York, NY, US",Finanças,Pública,"290,800",€352.90B,"€116,803","['deep learning', 'python']"
Cientista de Dados,Sênior,Presencial,company_003,"Bentonville, AR",15 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€101,194 - €202,387","['pytorch', 'spark', 'r', 'python', 'scala', 'opencv', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,,company_844,"Mountain View, CA",15 days ago,"Mountain View, CA, US",Tecnologia,Pública,"17,030",€95.17B,"€170,195","['pandas', 'numpy', 'git', 'scikit-learn', 'python', 'linux', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Sênior,,company_134,"Hyderabad, Telangana, India",a month ago,"Seattle, WA, US",Varejo,Pública,"865,476",€838.73B,"€44,815 - €99,272","['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Líder,Presencial,company_273,United States,5 days ago,"Menlo Park, CA, US",Tecnologia,Pública,"94,580",€231.89B,"€232,749 - €288,865",['machine learning']
Engenheiro de Machine Learning,Sênior,,company_941,"Bengaluru, Karnataka, India",8 days ago,"Dublin, IE",Tecnologia,Pública,"492,215",€154.11B,"€20,445","['aws', 'gcp', 'azure']"
Cientista de Dados,Sênior,Híbrido,company_003,"Bellevue, WA . Hybrid",15 days ago,"Bentonville, AR, US",Varejo,Pública,€354.99B,Public,"€143,514 - €287,023","['pytorch', 'aws', 'python', 'docker', 'machine learning', 'gcp', 'kubernetes', 'azure', 'tensorflow']"
Engenheiro de Machine Learning,Júnior,Presencial,company_881,"San Jose, CA",14 days ago,CN,Tecnologia,Privada,"110,050",€129.19B,"€126,724 - €218,487","['pytorch', 'python', 'neural network', 'machine learning', 'deep learning', 'tensorflow']"
Cientista de Dados,Sênior,Presencial,company_134,"Arlington, VA . West Hollywood, CA . New York, United States . Austin, TX . Palo Alto, CA + 2 More",25 days ago,"Seattle, WA, US",Varejo,Pública,"865,466",€839.03B,"€160,994 - €178,472","['amazon', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'tableau']"
Cientista de Dados,Pleno,Presencial,company_395,"New York, NY",a month ago,"McLean, VA, US",Varejo,Pública,"55,090",€36.49B,"€159,157 - €181,603","['spark', 'aws', 'r', 'python', 'scala', 'sql', 'machine learning', 'database', 'deep learning']"
Cientista de Dados,Pleno,Presencial,company_273,"Burlingame, CA",19 days ago,"Menlo Park, CA, US",Tecnologia,Pública,"94,570",€231.94B,"€159,153 - €222,628","['sql', 'machine learning', 'r', 'python']"
Cientista de Dados,Sênior,Presencial,company_134,"Seattle, WA",a month ago,"Seattle, WA, US",Varejo,Pública,"865,476",€838.83B,"€119,600 - €220,792","['amazon', 'aws', 'r', 'python', 'sql', 'machine learning']"
